plz1;plz2;Distanz_convert_in_km
94145;94371;76.725
72458;86579;175.754
44534;96160;293.748
17459;89155;698.237
22417;26845;170.555
79199;88299;154.984
53489;72213;236.94
26125;52445;273.403
01773;64743;365.056
31091;35708;171.055
03139;49599;462.74
21709;40629;309.493
84416;84571;43.0524
04736;49152;349.204
22175;40219;351.343
04938;97714;276.403
14806;51580;364.887
48612;81735;541.666
25879;99425;402.557
31737;85551;482.739
63457;93161;250.837
78606;89250;105.227
71120;93128;240.762
06369;82395;447.584
47053;84375;569.143
91443;97892;69.2008
02829;32351;467.382
25850;36179;400.828
48477;64407;296.897
94160;98587;294.425
50737;73773;304.088
67725;85053;272.801
01619;92709;209.745
07426;53842;279.163
09623;89362;342.415
64289;64293;4.13335
17235;41466;497.342
67125;97519;170.286
56341;92278;304.384
21643;93087;532.228
67363;98574;226.4
30459;67595;307.719
37124;46483;225.216
23858;99768;249.523
69124;77948;123.845
21682;34225;262.53
52393;88097;412.106
18119;61348;498.105
02953;30455;354.982
30823;69257;343.797
40476;79780;405.154
84307;96169;226.163
65835;88284;261.337
12161;49661;360.275
07589;86494;276.939
63683;94051;380.072
31592;65529;255.39
09648;40667;441.289
56462;87439;361.069
56317;67256;126.233
21726;25524;42.6334
28844;31789;106.894
02999;17291;217.981
10367;29565;224.096
74597;95176;181.185
07749;55452;291.816
44867;82387;510.461
24321;81737;694.886
78244;97523;263.54
07924;83371;297.686
18546;49401;419.56
30659;67071;342.937
31559;45145;194.623
24242;77880;643.741
02733;94130;288.805
50667;98554;258.407
58840;89407;350.406
09427;86757;264.881
56818;73262;231.092
09627;93167;210.955
08432;86875;325.111
79211;91281;336.554
33659;66862;290.003
35232;69259;153.928
02977;79585;626.231
21529;92431;481.668
08340;18569;441.765
34613;77871;272.069
45128;94336;493.245
33334;37619;77.7302
76777;92249;257.325
14055;86975;559.802
29493;56477;358.091
17194;88436;652.412
75059;92665;249.754
16835;84565;532.877
24882;39448;310.87
29568;55595;395.63
76773;93488;312.036
14823;96358;204.465
49847;56368;263.357
47626;74336;340.876
72663;83727;215.559
49377;74731;359.277
35083;91338;228.526
74182;85113;147.576
01738;93057;230.41
82404;92542;203.396
03103;47058;507.897
77886;92284;282.863
24992;97500;523.22
53945;94072;531.76
54329;77709;192.585
17348;92348;481.774
45896;83546;538.381
32312;96049;313.385
72820;73577;72.2161
23715;94227;593.115
29369;86682;432.512
08248;79429;453.372
39649;90419;337.432
30655;86465;443.116
27476;34590;310.687
10318;54668;574.867
06928;85135;346.313
33335;76473;345.949
04746;98673;165.962
47638;72661;385.726
35789;94374;362.56
64859;85253;253.44
29364;66693;428.448
29462;37647;163.205
80636;93455;135.586
85053;94154;142.192
04849;25782;369.568
52499;66909;182.592
31626;78594;523.383
29399;97509;299.021
36326;95698;247.696
06295;95692;174.492
21481;71566;500.354
67735;73491;181.509
78727;97950;177.106
56567;97769;166.447
59469;79268;381.923
21726;45147;283.477
53639;54611;70.4628
49186;94169;529.433
33100;68229;255.307
39579;75056;439.023
22547;26931;107.481
79346;84140;362.656
37186;79235;431.946
06467;91550;309.679
64283;88161;267.993
53940;81829;460.464
38274;71334;367.651
66497;81925;329.689
01776;73655;364.381
52382;92559;459.547
04613;49479;346.307
23684;32457;231.758
22559;91728;509.02
37247;85774;365.407
67657;92637;315.652
08066;72131;360.603
72458;84069;240.906
24797;36469;376.559
02959;42719;521.655
16949;53773;426.797
57581;70190;247.45
06333;35630;245.292
45472;93179;468.688
73434;75305;106.39
31737;96181;271.579
56814;88690;308.368
41542;79359;336.137
37633;79258;471.334
12307;82299;503.594
08412;29459;266.183
84177;97320;212.744
55234;56850;69.6843
22455;91336;444.424
84106;90431;111.546
15754;86459;492.648
23556;82444;694.914
88074;97243;203.771
87549;92670;281.63
01683;46282;447.512
26817;54617;345.239
84494;87477;178.25
93161;95490;110.498
71723;81477;193.779
55413;77971;189.82
10787;71157;532.282
06688;49134;300.687
37215;66994;282.873
48143;81543;512.774
67098;97232;134.997
77883;91238;257.44
67699;73663;146.565
18320;94486;619.392
18442;47906;544.49
31555;83371;536.263
72355;73114;86.368
48346;72131;412.973
35390;54498;147.92
25492;84494;622.463
75334;97204;142.697
07551;93089;218.864
08118;49076;372.128
15749;60389;411.677
31868;86836;432.779
50679;71287;271.508
37213;39448;125.871
26529;42289;250.609
26487;31628;157.468
57612;58256;66.5279
04931;25884;445.62
71404;96052;162.801
07333;63869;163.793
69231;93359;242.332
14199;52385;512.026
26632;65556;337.364
85416;91583;152.423
19205;70178;564.67
67590;67749;47.337
55294;89604;204.499
31626;95497;348.244
64678;79282;219.002
09468;12489;207.709
63808;64686;45.2963
18239;73274;616.511
55568;73111;198.977
21734;36266;326.505
25879;77767;650.342
47119;69214;266.123
42327;91613;308.707
38667;69245;309.003
55596;95500;274.082
97708;97922;84.3378
56323;94032;469.091
96237;99846;88.1921
55743;78669;200.851
74749;88374;169.785
14621;57319;368.248
48727;97877;294.367
39345;85604;474.569
47918;52399;53.1223
70193;79669;151.762
44803;97659;234.37
25560;65527;440.24
04315;56370;334.836
06408;85604;410.228
22869;73098;542.004
94541;96346;203.005
64750;89296;198.702
24870;60433;482.748
29439;74238;414.207
66125;79843;182.894
18059;97450;472.82
86857;93087;134.341
07545;67663;346.408
48157;96167;334.647
65719;88090;278.105
58579;83684;497.799
24245;96472;438.913
29394;74575;387.121
67655;87474;262.146
39365;83549;464.353
64347;74424;135.406
74740;85376;200.718
34127;47533;238.617
45276;63512;202.369
04703;64395;326.502
18230;35585;443.382
14467;79540;659.412
49637;55126;300.226
67377;89617;153.78
08132;88138;405.063
21641;71634;505.124
63500;94327;299
48691;99441;344.111
67822;92718;313.446
17258;63517;463.978
21739;56357;390.12
24876;73667;617.916
20457;81825;614.197
06618;21770;340.062
04178;94140;343.771
33102;35112;114.976
56754;66976;112.379
01478;96277;209.745
55252;83646;346.834
24885;25882;50.1292
17358;74635;574.993
36277;91344;152.609
13595;75248;503.475
76549;76593;21.5073
01259;02827;79.4024
38551;65428;307.666
65326;90547;228.52
89173;97288;135.78
55118;79591;268.622
25826;36277;395.946
86751;88631;138.61
53562;67122;152.506
63741;80331;272.314
46117;67360;272.017
38556;74585;363.179
67598;97277;105.6
30559;56479;229.419
68163;97737;107.603
60306;66663;162.947
18507;84529;673.928
06766;86920;432.561
39319;72574;481.797
24326;96260;456.606
13509;97839;401.781
22297;35440;354.824
67586;72657;149.43
58313;65329;143.86
39120;65343;335.384
72297;97283;153.799
20355;85256;587.113
36286;78148;334.461
33334;35688;131.63
23627;83115;675.573
85419;90408;121.034
60431;95683;236.058
07768;21279;311.168
67598;79110;187.817
37249;53560;198.446
02763;29575;378.841
19071;97896;456.169
04932;85405;344.776
75365;89617;82.4618
38350;83346;506.968
21445;23738;113.865
34632;67816;174.823
74676;89608;113.572
55129;67061;54.0979
58455;87749;441.66
96277;97705;87.4675
45149;87677;477.727
24794;96155;512.19
07552;41179;400.841
44625;89296;433.135
74366;95369;210.455
06116;09122;96.196
45481;94164;575.899
55624;91805;266.968
08645;12051;256.866
79677;84387;378.518
01877;82445;449.05
04931;38173;197.098
38302;91552;321.639
58579;71292;284.578
82284;94269;176.174
38368;83022;502.091
23970;91287;472.362
21502;67816;458.988
24244;25792;70.7748
06905;82223;405.172
15236;54518;593.928
29389;73660;454.306
54552;91616;257.246
07558;77794;384.247
64397;94060;366.675
06556;96346;121.492
63801;86845;233.199
53639;86647;340.578
40591;58706;72.49
63637;77887;196.546
21516;31632;138.03
20257;90439;466.883
25862;83236;795.719
36329;97717;85.2421
37073;63688;134.942
07422;31785;203.575
90409;97520;84.2157
19374;89129;572.197
17159;29378;194.055
45138;66780;233.034
57627;86748;271.213
56743;58455;119.84
24409;49835;300.419
23749;25926;146.151
30455;91086;319.79
41239;46348;73.0869
49525;69181;321.287
16845;53347;444.462
34292;95183;208.036
18516;72649;659.523
22147;67829;468.152
15926;74542;401.318
38557;92724;311.567
31621;52538;276.54
21255;26465;153.228
46236;81479;506.304
31749;82493;546.748
31702;89233;446.373
29358;41540;285.525
44575;70329;339.958
67586;91315;185.556
08523;41748;409.462
06785;44145;342.339
34305;35516;93.6368
41068;68782;251.296
47624;83139;592.783
83416;88441;238.273
77731;92660;338.037
53127;96110;292.671
10179;68526;477.034
79713;97519;335.705
28209;74172;433.736
13086;72181;564.399
13125;95032;282.847
78609;97523;238.285
71067;86678;130.792
50354;71634;274.001
32805;97999;268.253
17098;86941;644.913
35398;65599;43.0148
30974;79774;526.498
79798;97346;258.819
23564;53229;422.25
33611;74226;329.503
77966;82349;266.598
12435;37318;268.362
23883;91583;481.416
04430;71063;375.499
35423;55569;117.087
56829;76887;130.998
03185;21614;364.591
23715;25887;90.7856
14057;24631;293.6
72181;86739;127.784
14823;67368;437.94
10777;22959;230.728
59348;87743;458.785
38259;65554;242.39
60438;86565;266.212
14109;88477;521.88
31249;49429;135.097
59964;82065;408.857
14558;86753;431.835
38440;63538;288.856
35638;42117;114.021
24866;74639;582.778
23813;59555;291.896
44137;63933;230.114
35423;63303;56.164
76706;84434;279.632
32689;67685;308.548
48624;96175;362.826
38477;83413;522.742
29353;72585;456.59
27753;92263;471.97
54331;72488;259.53
06926;32602;296.902
72218;83131;273.658
13125;17375;125.683
34639;45473;187.998
08062;33039;265.392
01723;68809;404.647
17129;23818;189.018
73575;93152;152.581
78665;85469;242.592
22399;88682;658.302
01768;24837;496.951
80995;92724;176.406
51469;92245;383.002
88450;91367;196.668
82343;88639;157.886
04539;23816;334.752
17139;66583;625.603
13629;97486;332.197
48599;78098;459.46
91236;94107;183.872
08359;88175;386.628
92355;95447;74.0649
02744;36119;365.116
34376;63594;143.67
36119;71159;222.604
29481;70195;496.597
90537;97519;98.3669
50354;90607;348.025
22965;25884;125.249
08496;85057;219.747
96369;98666;46.0973
13055;29490;189.744
63768;73557;137.823
42119;88356;399.352
19412;30449;200.077
01458;91077;258.651
21271;57635;329.751
08326;78598;383.48
44579;63697;183.613
73102;80686;153.059
47138;72810;373.258
13581;74363;485.31
17091;95361;411.187
95349;97851;132.268
63768;85253;240.028
82449;83483;137.543
21756;78050;633.687
31693;88326;489.952
31840;93464;382.978
31712;95490;316.087
06922;46325;420.093
41065;63834;239.684
08118;33106;301.552
31626;47799;240.829
33098;87760;433.288
01829;09569;58.9481
66693;76768;133.129
57234;86941;370.406
21483;25524;86.6358
01589;41517;471.541
23847;91052;465.236
86745;93437;179.129
08058;38667;184.158
45721;66540;265.911
24539;66126;573.237
31035;91438;288.654
24634;89343;629.042
21720;78333;636.35
73344;79348;134.875
52372;86513;397.457
86929;97493;221.12
82491;83329;138.786
06429;83128;434.267
38325;89297;423.374
69514;97909;58.3268
17153;73072;595.566
67732;82049;321.367
51597;58513;40.9
12687;36272;336.054
02694;37619;356.554
15378;35260;381.933
02727;82444;441.2
04416;74594;284.386
09247;74182;312.605
25872;85635;737.654
78359;86698;169.425
01774;21435;364.486
56864;79346;221.794
07570;74740;242.899
42105;48619;96.5184
06928;23860;276.069
33699;92237;352.779
48291;57537;135.044
30855;78665;488.52
70734;80469;184.726
49525;80335;521.207
14055;72505;576.31
10437;27616;323.265
53579;93093;396.539
17109;29393;222.245
66969;86944;268.184
67307;86343;255.325
24149;97505;477.594
12099;95509;289.73
39418;97483;218.862
83359;97440;301.746
04575;33609;280.687
01465;21228;360.8
35444;48619;194.632
13405;45739;426.368
66352;97775;229.79
02788;85667;393.861
24808;63450;459.211
66113;79098;154.201
14469;80803;485.824
18439;26629;375.105
04445;76530;411.881
36163;88255;295.757
03253;08645;174.599
63867;74613;94.9173
49692;85778;554.606
01877;55120;440.278
08352;33647;344.412
01737;77749;493.647
27632;95176;444.681
12157;29587;205.865
67480;94166;382.554
72299;85408;248.434
24159;84072;659.966
54669;89614;305.013
07548;81679;305.169
65760;86405;242.7
72108;99846;292.582
17509;57578;539.724
34471;66773;284.28
15859;52538;564.918
12357;73560;474.833
24997;52062;486.378
22415;36103;361.215
68169;91613;137.998
06467;59510;222.444
06774;37139;192.449
50825;97785;205.39
73529;89619;63.2329
79798;92447;337.328
19205;39291;174.941
82276;87463;73.4736
35390;99100;161.908
01458;24147;425.78
06727;12249;170.877
72362;75180;83.2952
31785;80538;468.617
87487;99842;350.184
39418;63633;226.778
15374;26129;406.908
18519;71549;636.851
33619;56820;235.231
08529;53949;401.356
01829;97078;313.636
08606;86169;236.76
10369;37127;281.041
73108;89134;27.6541
31655;47058;192.284
63456;99986;157.529
54318;57641;110.252
63906;70197;115.513
06485;85640;415.934
18273;54310;591.24
02899;15755;151.962
36266;78730;318.415
83233;92360;166.835
51465;77833;267.179
17087;97789;447.772
15748;97500;322.851
08209;22177;382.701
55568;93185;359.887
54612;83022;482.707
73734;91484;127.195
33014;35585;129.124
23812;54595;486.012
24632;82064;661.822
24327;67735;565.116
23560;82287;629.919
01309;55432;446.172
38533;86647;418.697
74572;85386;165.443
83727;89177;165.383
19205;94051;588.94
19079;79669;694.845
34621;91346;185.566
57392;90617;256.52
89343;90459;124.911
10179;96355;273.292
38462;63829;289.901
29587;52080;388.77
84552;86704;135.015
06255;96328;135.535
25782;37133;313.538
25594;38112;201.527
01277;33617;381.5
25469;65556;380.556
16833;89291;524.915
01896;78601;509.104
74226;92670;233.806
54451;55566;75.2391
49847;78244;551.047
74677;87787;168.542
01827;41844;536.808
03119;85748;412.548
06785;21509;244.68
44799;97526;265.022
13597;81677;501.508
29478;48739;314.421
21723;64404;432.068
07338;63920;186.787
27809;97074;385.082
16278;67578;534.638
57639;95683;313.795
64859;76344;100.486
09126;86748;274.898
32816;90455;313.304
67827;86695;256.548
33415;67580;237.384
35649;99976;142.997
87727;97274;193.945
69207;86949;225.651
50735;89179;352.957
08491;83671;329.087
14480;23946;221.05
18439;26388;339.478
40474;54459;182.324
38489;97657;269.637
38154;50739;304.815
51519;78199;357.758
66606;94469;426.884
30453;50670;246.183
27245;39130;193.972
23730;79822;713.039
27211;34376;166.893
57572;96523;238.562
74391;84104;203.221
15562;60310;444.599
25579;53945;452.159
40225;82282;455.067
04736;65936;330.88
08439;85662;307.342
09244;77839;433.602
15711;45472;469.161
16827;18230;145.716
49688;90592;450.016
06548;16225;243.155
25474;93109;542.817
76829;97840;132.084
01309;66440;508.272
42855;99994;241.805
01623;97903;322.006
49453;95365;336.914
87745;97491;220.127
25860;91744;619.326
08321;99089;124.822
67691;73575;156.991
08312;44388;392.098
38279;85406;411.164
67728;73230;152.04
35102;73734;227.987
53539;78262;320.465
08118;09130;27.0848
48163;79541;473.679
70188;89617;67.0906
37073;63110;184.815
25980;65629;506.173
31714;91614;380.518
14612;94571;414.525
83132;94469;105.682
03226;86420;451.255
39217;94163;378.95
04155;68647;335.024
67141;79282;181.58
09120;36469;192.332
02828;38124;328.973
16278;93476;441.323
39345;85080;392.079
29496;49143;202.075
24253;85445;679.724
54523;87645;388.779
15890;67105;534.286
82067;89604;136.235
02736;51375;521.929
38329;78607;479.489
25997;94065;765.183
66125;86655;271.797
24241;57223;385.906
35325;94496;379.214
26655;96047;427.739
22889;90441;484.989
38640;78256;459.741
82496;91596;182.119
26486;56477;352.005
83083;87600;121.044
67167;92364;242.253
67585;94351;325.263
74397;84082;247.383
27239;95352;360.586
55252;57572;96.8091
47877;89431;407.513
54523;96260;319.055
04618;36282;200.37
72810;73441;101.454
19294;63867;387.17
67240;77866;107.943
34130;98559;116.133
01796;24891;505.059
01187;14053;169.244
25560;39435;273.306
38822;96484;177.61
02906;37351;307.411
30900;96367;269.824
29478;98746;281.295
16827;95359;343.749
37284;91355;193.706
24819;66879;539.231
14478;67280;467.667
48619;87541;570.39
38459;55234;356.366
58849;79736;397.176
67595;69168;56.3627
35519;95688;246.938
59755;96166;247.957
33649;97789;211.964
45699;93099;478.456
26529;97478;452.72
63868;87538;280.373
48329;92526;448.766
36452;90409;149.096
77933;86473;197.761
54470;79790;275.129
23715;81671;669.323
54669;63843;197.762
33189;66763;312.664
24625;38114;208.216
46047;72531;392.227
67677;94060;414.18
50677;86643;378.616
15848;89177;499.128
63500;76356;112.781
27246;73614;432.387
89291;94250;216.026
21394;96182;358.281
71729;97528;172.021
44623;82131;487.686
74639;95692;213.207
24148;55624;532.451
91320;95685;74.302
08496;58313;355.735
10713;31226;212.228
27257;54424;361.784
06132;09488;115.01
63619;76135;153.207
92555;97494;144.954
87740;89331;52.6479
01257;68219;414.603
38350;49632;212.889
25725;45134;333.458
18356;97904;556.932
21643;37431;208.632
02681;82490;462.543
25779;51373;390.507
29582;33129;190.237
10777;86517;506.075
78187;97241;245.395
16775;63517;429.645
25370;51427;351.637
06888;94161;359.85
06295;97288;224.389
71732;76532;68.8119
04924;63869;327.437
16230;26835;419.202
76833;91241;247.919
02782;21481;390.266
77740;95189;336.653
15713;51789;454.24
58840;89429;337.213
06636;86940;357.711
49196;73479;379.603
31228;34396;115.266
71720;97846;113.686
47809;65375;171.491
04824;38239;175.643
13159;82447;568.629
36358;86483;269.978
12625;98574;295.046
76229;82515;249.229
12353;19053;191.665
24214;95491;516.643
25850;97078;529.562
06124;44867;332.626
92685;97843;207.457
26897;56203;285.816
78148;87497;176.761
29493;91094;378.701
07768;14547;186.645
23714;83088;738.507
88074;95346;310.794
26603;97834;430.36
65931;76855;104.148
44793;56133;132.488
38239;38524;42.3166
07619;31246;174.957
42719;49808;151.341
21765;45307;281.68
25524;89435;591.325
84385;95180;226.579
55232;92670;291.249
06542;66987;362.474
15848;38829;217.668
25873;88430;721.398
01917;47053;512.001
